OID;VIN;SPZ_TIRBAZAR;SPZ_UNIQA;STATUS;DETAIL
17875;W1K2060071R066129;9AK8557;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 791157161. Evidence Allianz: 9AK8557. Období: 8. 9. 2026 - 8. 10. 2026.
19682;W1K3G8EB7PJ407065;2BZ4852;2BZ4852;OK;Pojištění nalezeno v UNIQA.
19441;W1NFB0KB4PA837849;9AP7066;9AP7066;OK;Pojištění nalezeno v UNIQA.
18149;W1NFF3DE3RB086947;1ABC583;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 792671725. Evidence Allianz: 1ABC583. Období: 8. 9. 2026 - 8. 10. 2026.
19936;W1V9076331P439689;9AK7402;9AK7402;OK;Pojištění nalezeno v UNIQA.
19937;W1V9076331P491697;1AAM421;1AAM421;OK;Pojištění nalezeno v UNIQA.
19939;W1V9076351P477926;9AM0018;9AM0018;OK;Pojištění nalezeno v UNIQA.
19938;W1V9076371P446593;9AL4622;9AL4622;OK;Pojištění nalezeno v UNIQA.
19206;W1V9077211P202546;2BI1632;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 771393140. Evidence Allianz: 2BI1632. Období: 8. 9. 2026 - 8. 10. 2026.
19704;W1VTBECZ3PU347946;7M64685;7M64685;OK;Pojištění nalezeno v UNIQA.
19702;W1VTBECZ5PU347947;7M64702;7M64702;OK;Pojištění nalezeno v UNIQA.
12969;WAUZZZ8P95A109073;7AD1350;;OK;Pojištění nalezeno v UNIQA.
18256;WBAJD110X0G884109;6AM3484;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 793828350. Evidence Allianz: 6AM3484. Období: 8. 9. 2026 - 8. 10. 2026.
19597;WBAJV61000BL15793;6SR6067;6SR6067;OK;Pojištění nalezeno v UNIQA.
19815;WBAKV210100N17163;8U38788;8U38788;OK;Pojištění nalezeno v UNIQA.
5250;WBALM71000E298719;1AE8662;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765837855. Evidence Allianz: 1AE8662. Období: 8. 9. 2026 - 8. 10. 2026.
19807;WBAYH31040EH48989;;;OK;Pojištění nalezeno v UNIQA.
393;WDB9036611R571138;1AK4601;1AK4601;OK;Pojištění nalezeno v UNIQA.
19599;WDB9046131R254735;3AP3615;3AP3615;OK;Pojištění nalezeno v UNIQA.
19783;WDB9061311N385404;1AB7102;1AB7102;OK;Pojištění nalezeno v UNIQA.
19393;WDB9061311N413982;7H02346;7H02346;OK;Pojištění nalezeno v UNIQA.
19957;WDB9061351N452253;1AY6392;1AY6392;OK;Pojištění nalezeno v UNIQA.
19976;WDB9061351N590407;4AD8428;4AD8428;OK;Pojištění nalezeno v UNIQA.
20027;WDB9061351N610169;6SE3333;6SE3333;OK;Pojištění nalezeno v UNIQA.
19891;WDB9061551N304164;2BR9567;2BR9567;OK;Pojištění nalezeno v UNIQA.
19968;WDB9061551N554375;9B38573;9B38573;OK;Pojištění nalezeno v UNIQA.
19881;WDB9066131P285401;5AM1602;5AM1602;OK;Pojištění nalezeno v UNIQA.
1153;WDB9066131S241986;2AE2516;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765837833. Evidence Allianz: 2AE2516. Období: 8. 9. 2026 - 8. 10. 2026.
19995;WDB9066351S157461;4T05506;4T05506;OK;Pojištění nalezeno v UNIQA.
19120;WDB9066351S525412;4H75880;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 799743361. Evidence Allianz: 4H75880. Období: 8. 9. 2026 - 8. 10. 2026.
19122;WDB9066351S560281;4H75882;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 799743394. Evidence Allianz: 4H75882. Období: 8. 9. 2026 - 8. 10. 2026.
19961;WDB9066351S749337;1BL0623;1BL0623;OK;Pojištění nalezeno v UNIQA.
19893;WDB9076371P123697;6Z65572;6Z65572;OK;Pojištění nalezeno v UNIQA.
19895;WDB9076371P176489;6Z77008;6Z77008;OK;Pojištění nalezeno v UNIQA.
19775;WDB9106231P006761;7AB8237;7AB8237;OK;Pojištění nalezeno v UNIQA.
19703;WDD2052011F967040;7AZ3686;7AZ3686;OK;Pojištění nalezeno v UNIQA.
19558;WDD2120021B085595;6C78557;;OK;Pojištění nalezeno v UNIQA.
15425;WDD2220851A105692;SEF44X44;SEF44X44;OK;Pojištění nalezeno v UNIQA.
19712;WDD2221631A170514;6AF9828;6AF9828;OK;Pojištění nalezeno v UNIQA.
19701;WDF4157031U210589;6AC2079;6AC2079;OK;Pojištění nalezeno v UNIQA.
19138;WDF44770513399234;6J65038;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 710258522. Evidence Allianz: 6J65038. Období: 8. 9. 2026 - 8. 10. 2026.
19697;WF02XXTTG2EY56957;4SR0164;4SR0164;OK;Pojištění nalezeno v UNIQA.
19882;WF0DXXTTGDEY52031;2BH5016;;OK;Pojištění nalezeno v UNIQA.
19752;WF0FXXTTFF7U83992;5U10910;5U10910;OK;Pojištění nalezeno v UNIQA.
19539;WF0FXXTTFFBU60096;6U76604;6U76604;OK;Pojištění nalezeno v UNIQA.
17902;WF0SXXWPGSKD62491;1AAA171;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 790786065. Evidence Allianz: 1AAA171. Období: 8. 9. 2026 - 8. 10. 2026.
14678;WF0VXXTTFV5E52385;1AK5232;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765837811. Evidence Allianz: 1AK5232. Období: 8. 9. 2026 - 8. 10. 2026.
19495;WF0XXXTTFX7K78658;3E96495;3E96495;OK;Pojištění nalezeno v UNIQA.
20005;WF0XXXTTFXAR49501;5J96714;5J96714;OK;Pojištění nalezeno v UNIQA.
16570;WF0XXXTTFXDR80095;4SV7220;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 781635260. Evidence Allianz: 4SV7220. Období: 8. 9. 2026 - 8. 10. 2026.
19489;WF0XXXTTGXEG43085;6P43595;6P43595;OK;Pojištění nalezeno v UNIQA.
19679;WF0XXXTTGXEJ14541;7AJ2699;7AJ2699;OK;Pojištění nalezeno v UNIQA.
19830;WF0XXXTTGXHJ59940;5SC6314;5SC6314;OK;Pojištění nalezeno v UNIQA.
19897;WF0XXXTTGXJM54659;1UY8808;1UY8808;OK;Pojištění nalezeno v UNIQA.
20025;WMA03VUY6J9007376;5L76606;5L76606;OK;Pojištění nalezeno v UNIQA.
18408;WMA03VUYXL9003821;4SP6074;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 796777166. Evidence Allianz: 4SP6074. Období: 8. 9. 2026 - 8. 10. 2026.
19258;WTA74473MRW238007;9AM5808;;OK;Pojištění nalezeno v ALLIANZ podle VIN. Pojistka: 771313314. Evidence Allianz: WTA74473MRW238007. Období: 8. 9. 2026 - 8. 10. 2026.
19281;WTA74473MRW238008;;;OK;Pojištění nalezeno v ALLIANZ podle VIN. Pojistka: 771313325. Evidence Allianz: WTA74473MRW238008. Období: 8. 9. 2026 - 8. 10. 2026.
19581;WV1ZZZ2EZC6004468;1UP5302;1UP5302;OK;Pojištění nalezeno v UNIQA.
19373;WV1ZZZ2EZG6066498;6AB3932;6AB3932;OK;Pojištění nalezeno v UNIQA.
19083;WV1ZZZ2FZ77011777;2J62086;2J62086;OK;Pojištění nalezeno v UNIQA.
16175;WV1ZZZ2FZC7006774;4AR2584;4AR2584;OK;Pojištění nalezeno v UNIQA.
19088;WV1ZZZ2FZD7005770;5J82185;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 710206711. Evidence Allianz: 5J82185. Období: 8. 9. 2026 - 8. 10. 2026.
20023;WV1ZZZ2FZD7007367;3AL9533;3AL9533;OK;Pojištění nalezeno v UNIQA.
20022;WV1ZZZ2FZF7009303;4AV0103;4AV0103;OK;Pojištění nalezeno v UNIQA.
18329;WV1ZZZ7HZ7H007274;3SF0484;3SF0484;OK;Pojištění nalezeno v UNIQA.
19852;WV1ZZZSYZM9041617;6Z85284;6Z85284;OK;Pojištění nalezeno v UNIQA.
19798;WV2ZZZ2KZDX137572;;;OK;Pojištění nalezeno v UNIQA.
19888;WV2ZZZ2KZFX067005;1APU337;1APU337;OK;Pojištění nalezeno v UNIQA.
19987;WV2ZZZ2KZJX004624;6AL8572;6AL8572;OK;Pojištění nalezeno v UNIQA.
17816;WV3ZZZ7JZ4X039466;1SI2377;1SI2377;OK;Pojištění nalezeno v UNIQA.
18825;WV3ZZZSZ8P9059636;1AMR078;;OK;Pojištění nalezeno v UNIQA.
19817;WV3ZZZSZZJ9041619;9C06168;9C06168;OK;Pojištění nalezeno v UNIQA.
19560;WVGZZZC1ZPY024465;;;OK;Pojištění nalezeno v UNIQA.
19977;YARTDF6A0RMA47635;3BK8560;3BK8560;OK;Pojištění nalezeno v UNIQA.
19425;YB4A00S3390311967;;;OK;Pojištění nalezeno v UNIQA.
19964;ZCFA880B002726533;;;OK;Pojištění nalezeno v UNIQA.
19963;ZCFA880B202726534;;;OK;Pojištění nalezeno v UNIQA.
19962;ZCFA880B202726842;;;OK;Pojištění nalezeno v UNIQA.
19758;ZCFC135B005250100;8AS2307;8AS2307;OK;Pojištění nalezeno v UNIQA.
19767;ZCFC135B005263090;8AP1411;8AP1411;OK;Pojištění nalezeno v UNIQA.
19766;ZCFC135B105251577;8AN9179;8AN9179;OK;Pojištění nalezeno v UNIQA.
19997;ZCFC135B105257623;5ST9092;5ST9092;OK;Pojištění nalezeno v UNIQA.
19762;ZCFC135B205168787;8AJ5985;8AJ5985;OK;Pojištění nalezeno v UNIQA.
19416;ZCFC135B205318803;5SV0451;5SV0451;OK;Pojištění nalezeno v UNIQA.
20002;ZCFC135B705310471;4SX4230;4SX4230;OK;Pojištění nalezeno v UNIQA.
19761;ZCFC135B805159172;8AT1240;8AT1240;OK;Pojištění nalezeno v UNIQA.
19764;ZCFC135B905252489;8AN2984;8AN2984;OK;Pojištění nalezeno v UNIQA.
19996;ZCFC135BX05256728;5SR8343;5SR8343;OK;Pojištění nalezeno v UNIQA.
19814;ZCFC150B405209701;7AD8627;7AD8627;OK;Pojištění nalezeno v UNIQA.
19812;ZCFC150B505174909;9AY5133;9AY5133;OK;Pojištění nalezeno v UNIQA.
19076;ZCFC150C105045672;1AIX181;1AIX181;OK;Pojištění nalezeno v UNIQA.
19951;ZCFC150D405151851;6Z11509;;OK;Pojištění nalezeno v UNIQA.
19680;ZCFC150D605199626;4SI3985;4SI3985;OK;Pojištění nalezeno v UNIQA.
19744;ZCFC165CX05018226;5SV1040;5SV1040;OK;Pojištění nalezeno v UNIQA.
19866;ZCFC235A505100021;3SV1137;3SV1137;OK;Pojištění nalezeno v UNIQA.
19813;ZCFC250B705263345;7AI6032;7AI6032;OK;Pojištění nalezeno v UNIQA.
13336;ZCFC2981005635841;;;OK;Pojištění nalezeno v ALLIANZ podle VIN. Pojistka: 765838043. Evidence Allianz: ZCFC2981005635841. Období: 8. 9. 2026 - 8. 10. 2026.
19986;ZCFC335B605297092;6ST9595;6ST9595;OK;Pojištění nalezeno v UNIQA.
19653;ZCFC3571605911328;2AX6991;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765840025. Evidence Allianz: 2AX6991. Období: 8. 9. 2026 - 8. 10. 2026.
19651;ZCFC3571605956884;3AN8311;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765840095. Evidence Allianz: 3AN8311. Období: 8. 9. 2026 - 8. 10. 2026.
19801;ZCFC3593005897060;9C01093;9C01093;OK;Pojištění nalezeno v UNIQA.
19163;ZCFC35D0005777438;1UH7326;1UH7326;OK;Pojištění nalezeno v UNIQA.
1161;ZCFC35D100D413078;3AF9135;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765837844. Evidence Allianz: 3AF9135. Období: 8. 9. 2026 - 8. 10. 2026.
19965;ZCFC408100D301478;7AJ2563;7AJ2563;OK;Pojištění nalezeno v UNIQA.
20028;ZCFC50A4005984007;6E12812;6E12812;OK;Pojištění nalezeno v UNIQA.
20008;ZCFC50A400D527826;3SE4502;3SE4502;OK;Pojištění nalezeno v UNIQA.
15606;ZCFC50D0005662986;9AH5778;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 784776720. Evidence Allianz: 9AH5778. Období: 8. 9. 2026 - 8. 10. 2026.
19739;ZCFC535C3N5503656;5SK6839;5SK6839;OK;Pojištění nalezeno v UNIQA.
19674;ZCFC535C505592638;6SC3928;6SC3928;OK;Pojištění nalezeno v UNIQA.
19452;ZCFC635A705032213;8AJ3700;8AJ3700;OK;Pojištění nalezeno v UNIQA.
19757;ZCFC735B305349203;9AL2492;9AL2492;OK;Pojištění nalezeno v UNIQA.
19759;ZCFC735B405353714;9AL2564;9AL2564;OK;Pojištění nalezeno v UNIQA.
19831;ZCFC735B405389113;9AB5728;9AB5728;OK;Pojištění nalezeno v UNIQA.
19771;ZCFC735BX05440601;9AA3670;9AA3670;OK;Pojištění nalezeno v UNIQA.
19945;ZCFCG35A105446858;1AJN874;1AJN874;OK;Pojištění nalezeno v UNIQA.
19943;ZCFCG35A305448191;6SY1834;6SY1834;OK;Pojištění nalezeno v UNIQA.
19941;ZCFCG35A505446099;9AH6680;9AH6680;OK;Pojištění nalezeno v UNIQA.
19942;ZCFCG35A505446510;9AF5733;9AF5733;OK;Pojištění nalezeno v UNIQA.
19940;ZCFCG35A605445737;9AH2933;9AH2933;OK;Pojištění nalezeno v UNIQA.
19944;ZCFCH35A105447490;9AF3374;9AF3374;OK;Pojištění nalezeno v UNIQA.
13990;ZFA24400007530250;8S69015;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765838150. Evidence Allianz: 8S69015. Období: 8. 9. 2026 - 8. 10. 2026.
19379;ZFA25000001280152;6C69579;6C69579;OK;Pojištění nalezeno v UNIQA.
19121;ZFA25000001553870;5AC3722;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 799743372. Evidence Allianz: 5AC3722. Období: 8. 9. 2026 - 8. 10. 2026.
18706;ZFA25000001895975;4AL2806;4AL2806;OK;Pojištění nalezeno v UNIQA.
19978;ZFA25000002460909;5P77784;5P77784;OK;Pojištění nalezeno v UNIQA.
19970;ZFA25000002790960;8AT4371;8AT4371;OK;Pojištění nalezeno v UNIQA.
19741;ZFA25000002G83698;6H65688;;OK;Pojištění nalezeno v UNIQA.
19627;ZFA25000002H12867;7AD3895;7AD3895;OK;Pojištění nalezeno v UNIQA.
19265;ZFA25000002J36903;1AMZ514;;OK;Pojištění nalezeno v UNIQA.
18298;ZFA25000002K61788;8C48503;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 793203880. Evidence Allianz: 8C48503. Období: 8. 9. 2026 - 8. 10. 2026.
20020;ZFA25000002P06817;1TV1811;1TV1811;OK;Pojištění nalezeno v UNIQA.
19774;ZFA26300006M54702;7AX8382;7AX8382;OK;Pojištění nalezeno v UNIQA.
19933;ZFA26300006R67474;8AD8432;8AD8432;OK;Pojištění nalezeno v UNIQA.
17779;ZFF93LMB000294992;6SF3108;6SF3108;OK;Pojištění nalezeno v UNIQA.
17860;ZFF93LMB000296121;9AX4029;9AX4029;OK;Pojištění nalezeno v UNIQA.
